Relative performance profile for NumberOfIterations
Filter: gap <= 0.102% and not failed
              SHOTcpx1910MMcvx  scipNCsoplex  baronNC  SHOTcpx1910MM  virt. best  virt. worst
1.621328e+00                 3             2        7              3           9            0
1.623841e+00                 3             2        7              3           9            0
1.626358e+00                 3             2        7              3           9            0
1.628879e+00                 3             2        7              3           9            0
1.631404e+00                 3             2        7              3           9            0
1.633932e+00                 3             2        7              3           9            0
1.636465e+00                 3             2        7              3           9            0
1.639002e+00                 3             2        7              3           9            0
1.641542e+00                 3             2        7              3           9            0
1.644087e+00                 3             2        7              3           9            0
1.646635e+00                 3             2        7              3           9            0
1.649188e+00                 3             2        7              3           9            0
1.651744e+00                 3             2        7              3           9            0
1.654304e+00                 3             2        7              3           9            0
1.656869e+00                 3             2        7              3           9            0
1.659437e+00                 3             2        7              3           9            0
1.662009e+00                 3             2        7              3           9            0
1.664585e+00                 3             2        7              3           9            0
1.667166e+00                 3             2        7              3           9            0
1.669750e+00                 3             2        7              3           9            0
1.672338e+00                 3             2        7              3           9            0
1.674930e+00                 3             2        7              3           9            0
1.677526e+00                 3             2        7              3           9            0
1.680127e+00                 3             2        7              3           9            0
1.682731e+00                 3             2        7              3           9            0
1.685339e+00                 3             2        7              3           9            0
1.687952e+00                 3             2        7              3           9            0
1.690568e+00                 3             2        7              3           9            0
1.693189e+00                 3             2        7              3           9            0
1.695813e+00                 3             2        7              3           9            0
1.698442e+00                 3             2        7              3           9            0
1.701075e+00                 3             2        7              3           9            0
1.703711e+00                 3             2        7              3           9            0
1.706352e+00                 3             2        7              3           9            0
1.708997e+00                 3             2        7              3           9            0
1.711646e+00                 3             2        7              3           9            0
1.714299e+00                 3             2        7              3           9            0
1.716957e+00                 3             2        7              3           9            0
1.719618e+00                 3             2        7              3           9            0
1.722284e+00                 3             2        7              3           9            0
1.724953e+00                 3             2        7              3           9            0
1.727627e+00                 3             2        7              3           9            0
1.730305e+00                 3             2        7              3           9            0
1.732987e+00                 3             2        7              3           9            0
1.735673e+00                 3             2        7              3           9            0
1.738364e+00                 3             2        7              3           9            0
1.741058e+00                 3             2        7              3           9            0
1.743757e+00                 3             2        7              3           9            0
1.746460e+00                 3             2        7              3           9            0
1.749167e+00                 3             2        7              3           9            0
1.751878e+00                 3             2        7              3           9            0
1.754594e+00                 3             2        7              3           9            0
1.757314e+00                 3             2        7              3           9            0
1.760037e+00                 3             2        7              3           9            0
1.762766e+00                 3             2        7              3           9            0
1.765498e+00                 3             2        7              3           9            0
1.768235e+00                 3             2        7              3           9            0
1.770976e+00                 3             2        7              3           9            0
1.773721e+00                 3             2        7              3           9            0
1.776470e+00                 3             2        7              3           9            0
1.779224e+00                 3             2        7              3           9            0
1.781982e+00                 3             2        7              3           9            0
1.784744e+00                 3             2        7              3           9            0
1.787510e+00                 3             2        7              3           9            0
1.790281e+00                 3             2        7              3           9            0
1.793056e+00                 3             2        7              3           9            0
1.795835e+00                 3             2        7              3           9            0
1.798619e+00                 3             2        7              3           9            0
1.801407e+00                 3             2        7              3           9            0
1.804199e+00                 3             2        7              3           9            0
1.806996e+00                 3             2        7              3           9            0
1.809797e+00                 3             2        7              3           9            0
1.812602e+00                 3             2        7              3           9            0
1.815412e+00                 3             2        7              3           9            0
1.818226e+00                 3             2        7              3           9            0
1.821044e+00                 3             2        7              3           9            0
